,formula,T,target,ei,predicted_property,std,wt_pct
1634704,Nb85.5Hf0.6Ta2.3W11.5,24,0,8.413150307064114,1811.339262508849,248.6607059829657,Nb75Hf1Ta4W20
1194820,Nb82.9V2.1Ta5.8W9.2,24,0,8.342058431879455,1822.9593671884388,241.98664877201114,Nb73V1Ta10W16
1562784,Nb82.3Zr1.2Ta4.8W11.7,24,0,8.307765926509916,1802.0085589894884,252.84892458915948,Nb71Zr1Ta8W20
1562804,Nb81.6Zr1.2Ta5.4W11.8,24,0,8.307765926509916,1802.0085589894884,252.84892458915948,Nb70Zr1Ta9W20
1562764,Nb83.0Zr1.2Ta4.1W11.7,24,0,8.299096106501196,1802.1140524270338,252.73114219010878,Nb72Zr1Ta7W20
1660926,Nb86.2Ta3.5W9.2Re1.1,24,0,8.257495591978508,1815.7698522962519,245.21480255153892,Nb76Ta6W16Re2
1194880,Nb80.8V2.1Ta7.7W9.3,24,0,8.198516885356021,1819.479680890763,242.8321052358179,Nb70V1Ta13W16
1579405,Nb85.9Zr2.3W11.3Re0.6,24,0,8.184290814327344,1819.5013925500434,242.72038140658285,Nb77Zr2W20Re1
970762,Nb83.5Ti2.2Ta4.1W10.3,24,0,8.17830976335022,1818.3987798703465,243.26266122242546,Nb74Ti1Ta7W18
1635144,Nb83.5Hf1.2Ta3.6W11.7,24,0,8.17215806540964,1802.881796363253,251.4136568749858,Nb72Hf2Ta6W20
1635164,Nb82.8Hf1.2Ta4.2W11.8,24,0,8.17215806540964,1802.881796363253,251.4136568749858,Nb71Hf2Ta7W20
1635564,Nb82.1Hf1.8Ta4.2W11.9,24,0,8.17215806540964,1802.881796363253,251.4136568749858,Nb70Hf3Ta7W20
1635184,Nb82.1Hf1.2Ta4.8W11.9,24,0,8.17215806540964,1802.881796363253,251.4136568749858,Nb70Hf2Ta8W20
1635544,Nb82.8Hf1.8Ta3.6W11.8,24,0,8.170193738144405,1802.8850641631302,251.3977614392922,Nb71Hf3Ta6W20
1635204,Nb81.4Hf1.2Ta5.5W11.9,24,0,8.170172753495358,1802.8695186345358,251.4057922991556,Nb69Hf2Ta9W20
1562824,Nb80.9Zr1.2Ta6.0W11.9,24,0,8.16999835417062,1802.8699210779735,251.40432183077124,Nb69Zr1Ta10W20
1635524,Nb83.5Hf1.8Ta3.0W11.7,24,0,8.168152823699323,1802.8682875807503,251.39186151186848,Nb72Hf3Ta5W20
1194899,Nb80.8V2.1Ta8.3W8.8,24,0,8.167305780649073,1808.3361211503054,248.50465606227093,Nb70V1Ta14W15
1635124,Nb84.2Hf1.2Ta3.0W11.7,24,0,8.162011361312917,1802.970513218419,251.2937261551358,Nb73Hf2Ta5W20
1634764,Nb83.5Hf0.6Ta4.2W11.7,24,0,8.093395828798482,1801.1853449474802,251.73526874432224,Nb72Hf1Ta7W20
1194958,Nb79.4V2.1Ta10.2W8.3,24,0,8.054605537379256,1804.488558062629,249.71817987774938,Nb68V1Ta17W14
1194919,Nb80.1V2.1Ta8.9W8.8,24,0,8.008681941249588,1809.3465200342957,246.83112836085317,Nb69V1Ta15W15
1562844,Nb80.2Zr1.2Ta6.7W11.9,24,0,7.996963842927023,1799.1875866797761,252.0792915373854,Nb68Zr1Ta11W20
1636244,Nb84.8Hf3.0Ta0.6W11.6,24,0,7.921575871570678,1799.3327277191383,251.44940464761274,Nb74Hf5Ta1W20
1635224,Nb80.7Hf1.2Ta6.1W12.0,24,0,7.91580332631559,1801.0289912487426,250.5193258789154,Nb68Hf2Ta10W20
1634744,Nb84.2Hf0.6Ta3.6W11.7,24,0,7.895333958120865,1802.766380818575,249.45941458780376,Nb73Hf1Ta6W20
1634724,Nb84.9Hf0.6Ta2.9W11.6,24,0,7.893314725514063,1802.7496042361956,249.45337223745162,Nb74Hf1Ta5W20
1652547,Nb85.5Hf3.0W9.8Re1.7,24,0,7.8681394652152825,1811.5016993661668,244.67984002234226,Nb75Hf5W17Re3
1562864,Nb79.5Zr1.2Ta7.3W12.0,24,0,7.864317681714834,1800.0615428778824,250.64608419709094,Nb67Zr1Ta12W20
1562884,Nb78.8Zr1.2Ta8.0W12.1,24,0,7.864317681714834,1800.0615428778824,250.64608419709094,Nb66Zr1Ta13W20
1652186,Nb85.5Hf2.4W11.0Re1.1,24,0,7.862374668648187,1810.185556155114,245.32896749702596,Nb75Hf4W19Re2
